edad;ingresos;genero;ciudad;educacion
68;88263235;Femenino;BARRANQUILLA;Postgrado
60;61612826;Femenino;CARTAGENA;Pregrado
54;71571995;Femenino;SANTA MARTA;Pregrado
29;82895751;Femenino;CARTAGENA;Secundaria
20;16777601;Masculino;BOGOTA;Pregrado
18;21798712;Masculino;CUCUTA;Postgrado
50;10567703;Femenino;CALI;Secundaria
57;92643059;Femenino;MANIZALES;Pregrado
27;43335514;Masculino;CARTAGENA;Postgrado
60;51318209;Femenino;MANIZALES;Pregrado
61;71684401;Masculino;CUCUTA;Secundaria
46;98781862;Masculino;CARTAGENA;Pregrado
30;17168478;Femenino;BOGOTA;Secundaria
29;73454475;Masculino;BUCARAMANGA;Secundaria
48;15950054;Masculino;BARRANQUILLA;Secundaria
63;23877726;Masculino;CUCUTA;Secundaria
19;87127185;Femenino;BOGOTA;Secundaria
68;87437650;Masculino;PEREIRA;Secundaria
67;34902505;Femenino;SANTA MARTA;Secundaria
52;3150916;Masculino;MANIZALES;Pregrado
40;19869330;Femenino;PEREIRA;Secundaria
34;76072125;Masculino;MANIZALES;Pregrado
43;45569228;Masculino;SANTA MARTA;Secundaria
25;34740625;Masculino;CALI;Secundaria
46;69868447;Masculino;SANTA MARTA;Postgrado
43;19509140;Femenino;MEDELLIN;Pregrado
27;84587557;Masculino;CALI;Postgrado
43;94546999;Masculino;MEDELLIN;Secundaria
51;13502030;Femenino;MANIZALES;Postgrado
68;48919119;Masculino;MEDELLIN;Secundaria
58;8447614;Masculino;BOGOTA;Pregrado
24;96490383;Femenino;MANIZALES;Pregrado
21;62876358;Masculino;CALI;Pregrado
67;8078536;Femenino;BARRANQUILLA;Postgrado
62;48883449;Masculino;PEREIRA;Pregrado
28;33388666;Femenino;MANIZALES;Secundaria
46;67642838;Masculino;SANTA MARTA;Postgrado
53;25014592;Femenino;BARRANQUILLA;Secundaria
42;50781416;Femenino;BOGOTA;Postgrado
38;74471189;Femenino;CARTAGENA;Postgrado
53;10890157;Masculino;MEDELLIN;Postgrado
27;72886993;Masculino;CALI;Pregrado
54;25009790;Femenino;CALI;Secundaria
26;79762167;Masculino;PEREIRA;Secundaria
41;71818821;Femenino;BOGOTA;Secundaria
52;78274812;Femenino;MANIZALES;Secundaria
66;19322787;Masculino;BOGOTA;Secundaria
52;78129697;Femenino;BUCARAMANGA;Postgrado
65;14070724;Masculino;BARRANQUILLA;Pregrado
53;86875241;Femenino;BUCARAMANGA;Pregrado
35;68069348;Masculino;CUCUTA;Secundaria
66;29551407;Femenino;PEREIRA;Postgrado
56;15549925;Femenino;MEDELLIN;Postgrado
49;84382693;Masculino;MEDELLIN;Pregrado
41;85346234;Masculino;MEDELLIN;Secundaria
40;40578742;Masculino;BOGOTA;Pregrado
49;24277014;Femenino;BARRANQUILLA;Pregrado
54;77880680;Femenino;PEREIRA;Pregrado
29;42311889;Masculino;MANIZALES;Secundaria
66;22364010;Masculino;BARRANQUILLA;Postgrado
30;92580048;Masculino;MEDELLIN;Postgrado
40;16595450;Masculino;MEDELLIN;Pregrado
42;76409359;Masculino;MEDELLIN;Secundaria
52;57852587;Masculino;SANTA MARTA;Secundaria
58;60508349;Masculino;CARTAGENA;Secundaria
47;96471317;Masculino;BOGOTA;Secundaria
34;5531806;Masculino;BUCARAMANGA;Postgrado
66;97109700;Masculino;BARRANQUILLA;Secundaria
37;89547565;Femenino;CARTAGENA;Secundaria
65;90625303;Masculino;SANTA MARTA;Postgrado
42;10290314;Femenino;BOGOTA;Secundaria
39;46682820;Femenino;BOGOTA;Pregrado
30;71973728;Femenino;MANIZALES;Pregrado
36;92833265;Femenino;BOGOTA;Secundaria
66;80627671;Femenino;CALI;Secundaria
53;90820006;Femenino;CARTAGENA;Postgrado
29;42965513;Femenino;CALI;Postgrado
58;62183608;Masculino;BUCARAMANGA;Postgrado
36;79666651;Masculino;CUCUTA;Secundaria
29;51120925;Femenino;BARRANQUILLA;Postgrado
26;38328509;Femenino;BARRANQUILLA;Postgrado
24;99320187;Femenino;PEREIRA;Pregrado
45;89067910;Femenino;CALI;Postgrado
31;32243308;Femenino;MEDELLIN;Pregrado
48;42563060;Masculino;BARRANQUILLA;Postgrado
69;20357863;Femenino;SANTA MARTA;Postgrado
36;16371913;Femenino;CARTAGENA;Postgrado
64;73470104;Masculino;CUCUTA;Pregrado
33;94072893;Femenino;BUCARAMANGA;Postgrado
22;70748644;Femenino;BARRANQUILLA;Secundaria
52;58375988;Femenino;BOGOTA;Secundaria
29;37456440;Masculino;PEREIRA;Postgrado
42;29618948;Femenino;MEDELLIN;Postgrado
69;77194621;Masculino;BOGOTA;Postgrado
38;14873143;Masculino;MEDELLIN;Secundaria
53;96375977;Masculino;BARRANQUILLA;Pregrado
40;87921350;Femenino;SANTA MARTA;Postgrado
33;84155206;Femenino;BARRANQUILLA;Pregrado
56;34395841;Femenino;CALI;Secundaria
62;29230692;Femenino;BARRANQUILLA;Pregrado
59;85012322;Masculino;PEREIRA;Pregrado
56;90987067;Masculino;BOGOTA;Postgrado
31;24053827;Femenino;BOGOTA;Postgrado
48;99278243;Femenino;MEDELLIN;Secundaria
22;71018564;Femenino;CARTAGENA;Postgrado
52;35869058;Masculino;BUCARAMANGA;Secundaria
40;90531013;Femenino;MEDELLIN;Secundaria
46;20122822;Masculino;BUCARAMANGA;Pregrado
60;40677351;Femenino;CARTAGENA;Pregrado
28;73836199;Femenino;CARTAGENA;Pregrado
35;46153565;Masculino;BARRANQUILLA;Secundaria
64;38425479;Masculino;SANTA MARTA;Postgrado
29;28756772;Masculino;CUCUTA;Secundaria
26;61052721;Masculino;CUCUTA;Postgrado
27;42058282;Masculino;CALI;Pregrado
61;64244455;Femenino;SANTA MARTA;Postgrado
34;4575026;Femenino;MEDELLIN;Postgrado
55;3144163;Masculino;BARRANQUILLA;Secundaria
24;72595051;Femenino;BARRANQUILLA;Pregrado
63;93660413;Masculino;CARTAGENA;Postgrado
30;95321011;Masculino;MANIZALES;Pregrado
57;70220222;Femenino;BUCARAMANGA;Pregrado
59;30937097;Femenino;CARTAGENA;Pregrado
26;73409900;Masculino;MANIZALES;Secundaria
67;74538647;Masculino;BARRANQUILLA;Postgrado
44;59670501;Femenino;CARTAGENA;Pregrado
19;17955216;Femenino;BUCARAMANGA;Pregrado
22;71899965;Femenino;CUCUTA;Pregrado
46;52288784;Masculino;MEDELLIN;Pregrado
54;39178529;Masculino;SANTA MARTA;Secundaria
55;34926955;Masculino;MANIZALES;Secundaria
36;98855376;Masculino;BOGOTA;Secundaria
25;26229171;Masculino;BUCARAMANGA;Secundaria
65;17822899;Masculino;CARTAGENA;Postgrado
62;28818846;Femenino;BARRANQUILLA;Secundaria
18;46855603;Femenino;BOGOTA;Secundaria
39;83006189;Femenino;MEDELLIN;Secundaria
69;40985107;Femenino;MANIZALES;Pregrado
34;70632111;Masculino;MEDELLIN;Pregrado
24;21962261;Femenino;SANTA MARTA;Pregrado
42;27048454;Masculino;MEDELLIN;Pregrado
62;37431861;Masculino;SANTA MARTA;Pregrado
21;43442672;Femenino;CALI;Pregrado
53;79557253;Femenino;PEREIRA;Postgrado
23;78875595;Masculino;CALI;Pregrado
48;38548494;Femenino;CUCUTA;Pregrado
36;72389212;Masculino;SANTA MARTA;Postgrado
61;39735851;Femenino;PEREIRA;Secundaria
56;11914857;Femenino;BUCARAMANGA;Secundaria
44;90578482;Masculino;CALI;Secundaria
27;22477225;Femenino;CARTAGENA;Secundaria
43;97177633;Masculino;CALI;Pregrado
36;65690850;Masculino;BARRANQUILLA;Pregrado
56;21423545;Femenino;CUCUTA;Secundaria
20;26520394;Masculino;BUCARAMANGA;Postgrado
62;59760641;Femenino;MANIZALES;Postgrado
30;94779256;Femenino;SANTA MARTA;Pregrado
67;23109902;Femenino;BOGOTA;Secundaria
45;97459310;Femenino;CUCUTA;Postgrado
37;38165901;Masculino;MEDELLIN;Postgrado
45;48977662;Masculino;MEDELLIN;Secundaria
25;69554460;Femenino;MANIZALES;Postgrado
58;86331829;Femenino;BARRANQUILLA;Pregrado
56;52579166;Masculino;MEDELLIN;Pregrado
18;72684150;Masculino;CALI;Secundaria
20;24986683;Femenino;CUCUTA;Postgrado
30;22504047;Femenino;BOGOTA;Pregrado
45;77073802;Femenino;MEDELLIN;Pregrado
66;4146502;Femenino;BARRANQUILLA;Pregrado
42;32325010;Masculino;CUCUTA;Secundaria
50;66987293;Femenino;CALI;Secundaria
55;30875786;Femenino;BOGOTA;Secundaria
23;40577268;Femenino;CALI;Secundaria
61;32317810;Masculino;BUCARAMANGA;Secundaria
62;17266796;Femenino;BOGOTA;Postgrado
49;40278472;Masculino;BUCARAMANGA;Pregrado
62;51402589;Femenino;CUCUTA;Postgrado
64;83096212;Femenino;CARTAGENA;Secundaria
38;76774378;Masculino;CUCUTA;Pregrado
33;53189504;Femenino;CUCUTA;Secundaria
38;19940642;Femenino;CALI;Pregrado
28;76275890;Masculino;BARRANQUILLA;Postgrado
54;19121006;Masculino;BARRANQUILLA;Pregrado
53;56334429;Masculino;SANTA MARTA;Pregrado
52;66073257;Masculino;MANIZALES;Secundaria
36;13083390;Femenino;CUCUTA;Postgrado
37;33887984;Femenino;CALI;Postgrado
35;21178836;Masculino;SANTA MARTA;Postgrado
64;28206409;Femenino;PEREIRA;Postgrado
58;39091519;Femenino;BARRANQUILLA;Pregrado
66;39280613;Femenino;MANIZALES;Pregrado
31;53152578;Femenino;CARTAGENA;Secundaria
32;55431774;Femenino;PEREIRA;Pregrado
48;25283587;Femenino;PEREIRA;Postgrado
18;44657603;Femenino;MANIZALES;Postgrado
20;30683340;Masculino;PEREIRA;Pregrado
33;52210030;Femenino;SANTA MARTA;Postgrado
40;83576495;Masculino;SANTA MARTA;Secundaria
28;42371312;Femenino;CUCUTA;Pregrado
29;41280152;Femenino;MANIZALES;Postgrado
27;91098623;Masculino;BUCARAMANGA;Pregrado
49;46185301;Masculino;PEREIRA;Pregrado
33;11340242;Masculino;BUCARAMANGA;Postgrado
25;86765466;Masculino;MANIZALES;Postgrado
55;3031452;Masculino;BUCARAMANGA;Postgrado
29;32038199;Masculino;CUCUTA;Postgrado
41;40704412;Femenino;CUCUTA;Postgrado
45;49494944;Femenino;PEREIRA;Postgrado
25;18365793;Masculino;SANTA MARTA;Pregrado
45;33591081;Femenino;MEDELLIN;Postgrado
53;89013182;Masculino;BUCARAMANGA;Secundaria
43;50339332;Masculino;SANTA MARTA;Pregrado
25;34718685;Masculino;BOGOTA;Secundaria
67;41567932;Masculino;BOGOTA;Secundaria
45;54562586;Femenino;BUCARAMANGA;Pregrado
45;30564665;Masculino;MEDELLIN;Postgrado
54;90545871;Femenino;CARTAGENA;Postgrado
58;88460795;Femenino;MANIZALES;Pregrado
53;29611485;Femenino;MANIZALES;Pregrado
44;6274474;Femenino;PEREIRA;Secundaria
34;50137657;Masculino;MEDELLIN;Postgrado
26;38213645;Masculino;BUCARAMANGA;Pregrado
50;54344059;Masculino;MEDELLIN;Postgrado
37;18654194;Femenino;PEREIRA;Secundaria
30;15683354;Masculino;PEREIRA;Secundaria
45;45743755;Masculino;PEREIRA;Secundaria
65;38068347;Masculino;BUCARAMANGA;Secundaria
46;71170111;Masculino;MEDELLIN;Postgrado
30;82278945;Masculino;CALI;Secundaria
63;26486766;Femenino;MANIZALES;Pregrado
52;82572654;Femenino;BUCARAMANGA;Postgrado
23;71560902;Masculino;CARTAGENA;Secundaria
35;46775601;Femenino;BUCARAMANGA;Postgrado
68;62984683;Femenino;CARTAGENA;Pregrado
22;86577519;Femenino;BOGOTA;Postgrado
64;17240422;Femenino;BARRANQUILLA;Secundaria
42;95055749;Masculino;CARTAGENA;Secundaria
19;99560564;Femenino;BOGOTA;Postgrado
27;23609177;Femenino;SANTA MARTA;Pregrado
47;92913566;Femenino;MEDELLIN;Pregrado
67;33741063;Femenino;CARTAGENA;Secundaria
62;38786528;Masculino;BOGOTA;Pregrado
22;18421997;Femenino;BOGOTA;Pregrado
50;73565576;Masculino;BOGOTA;Secundaria
18;18525758;Masculino;SANTA MARTA;Postgrado
35;22079093;Femenino;CARTAGENA;Postgrado
49;84229726;Masculino;BUCARAMANGA;Postgrado
64;70598554;Masculino;CALI;Secundaria
66;89872049;Masculino;PEREIRA;Postgrado
28;16495120;Masculino;BARRANQUILLA;Secundaria
38;10614943;Masculino;BUCARAMANGA;Pregrado
43;11543776;Femenino;PEREIRA;Pregrado
42;18296741;Masculino;CALI;Secundaria
39;95894641;Femenino;CALI;Postgrado
44;65186023;Femenino;CALI;Pregrado
66;98490879;Femenino;CUCUTA;Secundaria
30;6168018;Femenino;MANIZALES;Secundaria
50;5877659;Femenino;CARTAGENA;Secundaria
51;18660098;Femenino;SANTA MARTA;Secundaria
58;18719660;Femenino;BARRANQUILLA;Pregrado
52;56821750;Femenino;BARRANQUILLA;Secundaria
18;74841755;Femenino;BARRANQUILLA;Secundaria
38;96553045;Masculino;MEDELLIN;Pregrado
65;1730776;Masculino;SANTA MARTA;Postgrado
23;76304683;Femenino;BARRANQUILLA;Pregrado
45;91714826;Femenino;BOGOTA;Secundaria
34;90565756;Masculino;CUCUTA;Pregrado
22;59734864;Femenino;SANTA MARTA;Pregrado
48;47612035;Femenino;BUCARAMANGA;Pregrado
22;67767665;Masculino;SANTA MARTA;Postgrado
55;85430575;Femenino;CALI;Pregrado
20;99665051;Masculino;CUCUTA;Pregrado
40;41683753;Femenino;PEREIRA;Postgrado
54;17038036;Femenino;CALI;Postgrado
54;95313516;Femenino;CARTAGENA;Postgrado
27;95656881;Femenino;CARTAGENA;Pregrado
27;43717896;Femenino;PEREIRA;Pregrado
36;10359791;Masculino;CUCUTA;Secundaria
34;61440891;Femenino;CARTAGENA;Pregrado
38;54791221;Femenino;BARRANQUILLA;Pregrado
31;59137650;Masculino;BOGOTA;Secundaria
26;98958399;Femenino;MEDELLIN;Secundaria
63;92932904;Femenino;BARRANQUILLA;Postgrado
18;71688944;Femenino;BUCARAMANGA;Pregrado
68;64736476;Masculino;SANTA MARTA;Secundaria
62;40201672;Masculino;CALI;Postgrado
30;4723081;Femenino;PEREIRA;Secundaria
21;54856919;Femenino;BOGOTA;Postgrado
18;26275432;Masculino;BUCARAMANGA;Pregrado
66;57679196;Femenino;BOGOTA;Postgrado
57;75286563;Masculino;MEDELLIN;Pregrado
49;34132207;Femenino;BOGOTA;Postgrado
51;16205216;Masculino;CUCUTA;Postgrado
45;10735682;Masculino;BUCARAMANGA;Postgrado
48;83120490;Femenino;BOGOTA;Pregrado
25;52794299;Masculino;PEREIRA;Secundaria
56;97306892;Femenino;PEREIRA;Postgrado
43;28098324;Masculino;BOGOTA;Pregrado
51;30032180;Femenino;MEDELLIN;Pregrado
20;39346096;Masculino;CARTAGENA;Secundaria
67;38349836;Femenino;BUCARAMANGA;Pregrado
29;54908334;Masculino;MEDELLIN;Pregrado
18;57350032;Masculino;BARRANQUILLA;Pregrado
61;89052273;Femenino;BARRANQUILLA;Pregrado
22;98812543;Femenino;CALI;Postgrado
47;28475220;Masculino;SANTA MARTA;Pregrado
47;67312353;Masculino;MEDELLIN;Pregrado
34;57932521;Femenino;CARTAGENA;Pregrado
65;42792247;Masculino;PEREIRA;Postgrado
64;97119830;Femenino;PEREIRA;Secundaria
40;82470611;Femenino;MEDELLIN;Postgrado
32;89775887;Femenino;CARTAGENA;Postgrado
54;19306695;Femenino;SANTA MARTA;Postgrado
38;79551538;Femenino;SANTA MARTA;Postgrado
31;39430347;Femenino;CALI;Postgrado
19;80113577;Masculino;BUCARAMANGA;Secundaria
28;38537645;Femenino;CUCUTA;Postgrado
68;98294463;Masculino;CARTAGENA;Secundaria
56;88914162;Femenino;MEDELLIN;Pregrado
55;70991238;Femenino;PEREIRA;Postgrado
51;85488570;Masculino;MEDELLIN;Pregrado
55;4333794;Femenino;MANIZALES;Secundaria
67;50663985;Femenino;MANIZALES;Pregrado
51;92697032;Femenino;MANIZALES;Pregrado
35;84005653;Femenino;SANTA MARTA;Pregrado
47;36585481;Masculino;BOGOTA;Postgrado
32;50894526;Masculino;CUCUTA;Pregrado
44;84694995;Masculino;BOGOTA;Secundaria
68;13469758;Masculino;BOGOTA;Secundaria
51;84124506;Masculino;SANTA MARTA;Postgrado
69;58871681;Femenino;CARTAGENA;Secundaria
55;62505926;Femenino;CARTAGENA;Pregrado
50;34329063;Femenino;BUCARAMANGA;Secundaria
41;7037544;Masculino;MANIZALES;Pregrado
32;36732396;Masculino;SANTA MARTA;Secundaria
47;49540004;Masculino;MANIZALES;Pregrado
59;43172076;Masculino;CALI;Pregrado
68;44450024;Femenino;CUCUTA;Secundaria
34;98093989;Masculino;BOGOTA;Secundaria
22;90240547;Masculino;MANIZALES;Postgrado
46;61883971;Femenino;MANIZALES;Postgrado
21;16083177;Masculino;BARRANQUILLA;Secundaria
27;48237812;Masculino;CALI;Secundaria
34;54940669;Masculino;CARTAGENA;Pregrado
27;98420810;Masculino;MANIZALES;Secundaria
34;24876260;Femenino;MANIZALES;Postgrado
37;48955329;Masculino;MEDELLIN;Secundaria
41;92727604;Femenino;CALI;Pregrado
22;83798416;Femenino;MANIZALES;Secundaria
51;83353286;Masculino;MANIZALES;Secundaria
23;5690254;Masculino;PEREIRA;Secundaria
19;92558670;Femenino;BOGOTA;Postgrado
30;37549649;Masculino;BARRANQUILLA;Postgrado
60;9609405;Masculino;BOGOTA;Pregrado
60;87273182;Masculino;BARRANQUILLA;Postgrado
65;26805274;Masculino;BUCARAMANGA;Pregrado
28;10209152;Masculino;BOGOTA;Pregrado
68;32889899;Masculino;SANTA MARTA;Postgrado
64;11253956;Femenino;SANTA MARTA;Pregrado
40;77243248;Masculino;MEDELLIN;Pregrado
33;32825767;Femenino;CARTAGENA;Pregrado
48;9450481;Femenino;CALI;Secundaria
28;3122183;Femenino;MANIZALES;Secundaria
33;37576988;Masculino;MANIZALES;Pregrado
25;74930891;Femenino;MEDELLIN;Postgrado
21;13389670;Femenino;BARRANQUILLA;Pregrado
57;92514629;Femenino;CALI;Pregrado
21;33405765;Masculino;BOGOTA;Secundaria
42;32017625;Femenino;BOGOTA;Postgrado
20;28130173;Femenino;CARTAGENA;Secundaria
49;38537835;Masculino;PEREIRA;Secundaria
20;81944044;Masculino;PEREIRA;Secundaria
44;53331411;Femenino;MEDELLIN;Postgrado
46;77144682;Femenino;CARTAGENA;Pregrado
49;32502197;Masculino;MANIZALES;Postgrado
67;55410706;Masculino;MEDELLIN;Postgrado
68;6909583;Masculino;BUCARAMANGA;Postgrado
36;17426322;Femenino;BOGOTA;Secundaria
38;94421631;Masculino;CALI;Secundaria
22;48593892;Femenino;CUCUTA;Pregrado
35;63497166;Femenino;CALI;Secundaria
45;44114317;Masculino;CUCUTA;Secundaria
59;33372873;Femenino;MEDELLIN;Pregrado
39;73863022;Femenino;BOGOTA;Pregrado
38;80110816;Femenino;BOGOTA;Pregrado
23;47163017;Masculino;BUCARAMANGA;Secundaria
18;98799263;Masculino;PEREIRA;Secundaria
22;38975628;Femenino;MANIZALES;Secundaria
58;99257508;Masculino;CUCUTA;Pregrado
29;46341843;Masculino;CARTAGENA;Postgrado
43;81479549;Masculino;CARTAGENA;Postgrado
63;74218941;Masculino;BUCARAMANGA;Pregrado
51;14652258;Masculino;CALI;Secundaria
66;44968110;Masculino;MEDELLIN;Postgrado
31;70922469;Masculino;BOGOTA;Pregrado
43;95486491;Femenino;MEDELLIN;Pregrado
62;31391813;Masculino;CALI;Postgrado
44;3644165;Masculino;MEDELLIN;Pregrado
26;18427987;Masculino;MANIZALES;Postgrado
43;60485256;Masculino;BARRANQUILLA;Postgrado
64;51238599;Femenino;BUCARAMANGA;Postgrado
39;4904947;Masculino;BARRANQUILLA;Secundaria
64;66433356;Femenino;MEDELLIN;Secundaria
47;49532742;Masculino;MANIZALES;Secundaria
60;25758449;Masculino;BUCARAMANGA;Pregrado
65;99821166;Masculino;BUCARAMANGA;Pregrado
34;35798435;Masculino;CALI;Pregrado
43;59679650;Femenino;MEDELLIN;Pregrado
53;44903089;Masculino;SANTA MARTA;Pregrado
18;14515018;Masculino;BARRANQUILLA;Postgrado
25;54892491;Femenino;CARTAGENA;Secundaria
66;67555456;Femenino;CARTAGENA;Pregrado
52;7910289;Femenino;PEREIRA;Secundaria
69;18252133;Femenino;BOGOTA;Pregrado
32;66511790;Femenino;MANIZALES;Secundaria
64;41299921;Femenino;BOGOTA;Pregrado
39;49167017;Masculino;MEDELLIN;Pregrado
31;34929422;Masculino;CALI;Postgrado
43;84283455;Masculino;CALI;Secundaria
45;34885207;Femenino;CUCUTA;Pregrado
40;62078447;Masculino;MEDELLIN;Postgrado
31;81968479;Femenino;CUCUTA;Postgrado
41;31106374;Masculino;BOGOTA;Pregrado
19;96549883;Masculino;BARRANQUILLA;Postgrado
62;80660039;Masculino;CUCUTA;Postgrado
43;22719402;Masculino;BARRANQUILLA;Pregrado
31;92533611;Masculino;BOGOTA;Postgrado
68;68089673;Femenino;CALI;Pregrado
24;94975931;Femenino;BUCARAMANGA;Secundaria
20;8119092;Masculino;BOGOTA;Pregrado
64;68895803;Femenino;CUCUTA;Secundaria
40;23655655;Masculino;BUCARAMANGA;Secundaria
63;41963110;Masculino;SANTA MARTA;Pregrado
60;13535854;Masculino;MEDELLIN;Postgrado
64;11889948;Femenino;BUCARAMANGA;Secundaria
62;33493738;Masculino;BARRANQUILLA;Secundaria
35;9341478;Femenino;BUCARAMANGA;Pregrado
55;21202772;Femenino;BARRANQUILLA;Postgrado
52;57115526;Masculino;PEREIRA;Postgrado
68;52173711;Femenino;SANTA MARTA;Pregrado
32;38984870;Masculino;MEDELLIN;Secundaria
42;69207310;Masculino;CARTAGENA;Postgrado
54;59482562;Femenino;CARTAGENA;Postgrado
45;75327937;Femenino;SANTA MARTA;Postgrado
27;55278944;Masculino;MEDELLIN;Postgrado
56;5394002;Femenino;BUCARAMANGA;Pregrado
34;55130094;Masculino;MANIZALES;Postgrado
56;56161669;Masculino;PEREIRA;Postgrado
39;56991688;Femenino;MEDELLIN;Postgrado
43;38497169;Masculino;MANIZALES;Secundaria
61;9596595;Femenino;MEDELLIN;Pregrado
42;80647596;Masculino;MEDELLIN;Secundaria
34;14984759;Masculino;BUCARAMANGA;Pregrado
30;47864825;Masculino;BOGOTA;Postgrado
37;15785164;Masculino;BUCARAMANGA;Postgrado
42;4665282;Femenino;BARRANQUILLA;Postgrado
21;59391643;Masculino;BUCARAMANGA;Pregrado
27;7332765;Masculino;CUCUTA;Secundaria
20;90742988;Femenino;BARRANQUILLA;Secundaria
58;79126813;Masculino;CUCUTA;Postgrado
62;30497398;Femenino;CUCUTA;Pregrado
35;90488704;Masculino;CARTAGENA;Postgrado
64;55144402;Femenino;MEDELLIN;Secundaria
53;8196323;Masculino;MANIZALES;Postgrado
64;75148536;Femenino;MEDELLIN;Postgrado
39;36841968;Masculino;MANIZALES;Pregrado
51;98594230;Femenino;BARRANQUILLA;Secundaria
64;42635458;Femenino;BARRANQUILLA;Pregrado
25;54151763;Masculino;BARRANQUILLA;Pregrado
57;96456207;Femenino;BOGOTA;Secundaria
66;50667313;Masculino;MANIZALES;Postgrado
61;70087352;Masculino;SANTA MARTA;Pregrado
36;96902785;Femenino;BARRANQUILLA;Postgrado
59;66294419;Masculino;PEREIRA;Pregrado
58;46306646;Masculino;BOGOTA;Secundaria
54;76377191;Femenino;MANIZALES;Postgrado
23;24945401;Masculino;PEREIRA;Postgrado
69;48578665;Femenino;BUCARAMANGA;Postgrado
43;71741294;Femenino;PEREIRA;Pregrado
51;31222627;Femenino;CARTAGENA;Postgrado
62;3953855;Femenino;CUCUTA;Secundaria
23;32592353;Masculino;SANTA MARTA;Secundaria
54;47762496;Masculino;SANTA MARTA;Postgrado
50;27395709;Femenino;PEREIRA;Postgrado
39;91159462;Femenino;CALI;Pregrado
38;9134527;Femenino;PEREIRA;Pregrado
23;86871591;Femenino;BOGOTA;Postgrado
23;64261412;Femenino;MEDELLIN;Secundaria
65;41553149;Masculino;BARRANQUILLA;Pregrado
21;69162225;Masculino;CARTAGENA;Postgrado
47;34062164;Femenino;MEDELLIN;Secundaria
28;95187402;Femenino;CARTAGENA;Pregrado
47;35833849;Masculino;BOGOTA;Pregrado
48;48280326;Femenino;MEDELLIN;Postgrado
41;74249934;Femenino;SANTA MARTA;Postgrado
26;30508901;Femenino;SANTA MARTA;Postgrado
20;18596453;Femenino;BUCARAMANGA;Postgrado
68;27381049;Masculino;MANIZALES;Pregrado
48;49122057;Masculino;BUCARAMANGA;Pregrado
57;67299307;Masculino;CUCUTA;Postgrado
54;71807625;Femenino;PEREIRA;Pregrado
53;89145442;Femenino;MANIZALES;Postgrado
41;5567246;Femenino;CUCUTA;Pregrado
48;24016672;Femenino;MANIZALES;Postgrado
23;14105354;Masculino;CUCUTA;Pregrado
19;91272039;Femenino;CARTAGENA;Secundaria
37;94852705;Masculino;CUCUTA;Pregrado
45;7732847;Femenino;PEREIRA;Postgrado
28;94235242;Masculino;SANTA MARTA;Secundaria
21;17793156;Femenino;MANIZALES;Pregrado
32;73728663;Masculino;BUCARAMANGA;Pregrado
23;56730757;Masculino;BOGOTA;Secundaria
66;99152507;Femenino;PEREIRA;Pregrado
